,Unnamed: 0.1,Open,High,Low,Close,Volume,flagLong,flagShort,Short,Middle,Long,LongChange
1,2020-07-31 14:15:00,4.905,4.92,4.88,4.91,690838,False,False,4.91,4.91,4.91,
2,2020-07-31 14:30:00,4.91,4.94,4.895,4.905,461108,False,False,4.908333333333334,4.9099009900990085,4.9099800399201605,-4.065189376900591e-06
3,2020-07-31 14:45:00,4.9,4.905,4.85,4.88,364072,False,False,4.898888888888889,4.909308891285168,4.909860359122075,-2.437500704921547e-05
4,2020-07-31 15:00:00,4.87,4.88,4.855,4.86,346552,False,False,4.8859259259259264,4.9083324775963515,4.909661315772286,-4.0539513393555986e-05
5,2020-07-31 15:15:00,4.855,4.86,4.78,4.82,1137210,False,False,4.863950617283951,4.906583319624146,4.9093033863680064,-7.29030744198722e-05
6,2020-07-31 15:30:00,4.82,4.83,4.8,4.81,326066,False,False,4.845967078189299,4.90467077864149,4.9089069656639435,-8.074887063702629e-05
7,2020-07-31 15:45:00,4.805,4.805,4.725,4.735,519124,False,False,4.808978052126202,4.901310961242649,4.908212726280055,-0.00014142443292242124
8,2020-07-31 16:00:00,4.75,4.75,4.67,4.68,584122,False,False,4.7659853680841335,4.896928565970517,4.9073016974326285,-0.00018561315456999686
9,2020-07-31 16:15:00,4.68,4.685,4.635,4.68,439122,False,False,4.737323578722757,4.892632950802784,4.906394305426911,-0.000184906504972604
10,2020-07-31 16:30:00,4.67,4.69,4.64,4.675,210610,False,False,4.716549052481838,4.888323387420551,4.9054705756647285,-0.0001882705923496042
11,2020-07-31 16:45:00,4.67,4.685,4.66,4.68,136064,False,False,4.704366034987891,4.884198171828063,4.9045704935263466,-0.0001834853811675252
12,2020-07-31 17:00:00,4.68,4.73,4.68,4.705,270988,False,False,4.704577356658595,4.880649693178003,4.9037738049294335,-0.000162437994919995
13,2020-07-31 17:15:00,4.705,4.72,4.69,4.72,257822,False,False,4.709718237772396,4.877468511134874,4.903040176965644,-0.0001496047723597016
14,2020-07-31 17:30:00,4.715,4.725,4.705,4.72,152432,False,False,4.713145491848263,4.8743503227955705,4.9023094776564005,-0.0001490298432953452
15,2020-07-31 17:45:00,4.72,4.725,4.71,4.715,249274,False,False,4.713763661232177,4.871194870859023,4.901561735230626,-0.00015252860497316778
16,2020-07-31 18:00:00,4.71,4.735,4.71,4.72,279228,False,False,4.715842440821451,4.868200913020232,4.900836937884396,-0.00014787069619470739
17,2020-07-31 18:15:00,4.72,4.74,4.72,4.735,85474,False,False,4.722228293880968,4.865563271178248,4.900174914180267,-0.00013508380558668878
18,2020-07-31 18:30:00,4.735,4.745,4.73,4.74,135930,False,False,4.7281521959206465,4.8630768697687765,4.899535493365176,-0.00013048938584625525
19,2020-07-31 18:45:00,4.74,4.78,4.74,4.77,264712,False,False,4.7421014639470975,4.861233763436721,4.899018385607231,-0.0001055422006115414
20,2020-07-31 19:00:00,4.78,4.795,4.76,4.775,274544,False,False,4.753067642631399,4.859526164160747,4.8985233022315535,-0.00010105766843671038
21,2020-07-31 19:15:00,4.78,4.78,4.76,4.765,193680,False,False,4.757045095087599,4.857654358929841,4.897990275076936,-0.00010881384485283975
22,2020-07-31 19:30:00,4.76,4.8,4.76,4.79,504046,False,False,4.768030063391731,4.856314668654002,4.8975591761744335,-8.801546722059239e-05
23,2020-07-31 19:45:00,4.785,4.8,4.77,4.78,682040,False,False,4.772020042261155,4.854803487096497,4.8970898780659535,-9.582285616149822e-05
24,2020-07-31 20:00:00,4.75,4.75,4.75,4.75,200,False,False,4.764680028174103,4.8527281705203285,4.896502692923972,-0.00011990491426538964
25,2020-08-03 12:30:00,4.97,4.97,4.97,4.97,1000,False,False,4.833120018782736,4.85505038496547,4.896796095347431,5.992081325345566e-05
26,2020-08-03 12:45:00,4.98,4.99,4.98,4.99,15000,False,False,4.885413345855158,4.8577226545701135,4.897168166823089,7.598263607744293e-05
27,2020-08-03 13:00:00,4.98,4.98,4.98,4.98,14306,False,False,4.916942230570107,4.8601439881429815,4.897498832823795,6.752187987868474e-05
28,2020-08-03 13:15:00,4.96,4.97,4.96,4.97,16800,False,False,4.934628153713403,4.862319354714408,4.897788258640866,5.90966587130648e-05
29,2020-08-03 13:30:00,4.96,4.995,4.95,4.995,375890,False,False,4.954752102475601,4.864946694225014,4.898176329464656,7.923389156405669e-05
30,2020-08-03 13:45:00,5.0,5.065,5.0,5.055,453162,False,False,4.988168068317068,4.868710126022539,4.898802372061604,0.00012781136382988834
31,2020-08-03 14:00:00,5.06,5.1,5.04,5.1,811114,False,False,5.025445378878046,4.8732901235270445,4.89960555620507,0.00016395520424494767
32,2020-08-03 14:15:00,5.095,5.13,5.095,5.105,283386,False,False,5.051963585918697,4.877878437912647,4.90042549410445,0.00016734773646054355
33,2020-08-03 14:30:00,5.11,5.12,5.085,5.095,316134,False,False,5.066309057279132,4.882177874785664,4.901202238638963,0.000158505528845998
34,2020-08-03 14:45:00,5.095,5.095,5.065,5.07,371596,False,False,5.0675393715194215,4.885897124789908,4.90187608199769,0.00013748532011481632
35,2020-08-03 15:00:00,5.07,5.09,5.065,5.08,301294,False,False,5.071692914346281,4.8897407460811975,4.902587155522649,0.000145061505648858
36,2020-08-03 15:15:00,5.075,5.085,5.045,5.06,474470,False,False,5.067795276230855,4.893112216455827,4.90321555011138,0.0001281761177918117
37,2020-08-03 15:30:00,5.06,5.07,5.045,5.065,240238,False,False,5.066863517487238,4.89651593494185,4.903861396218719,0.00013171888952023814
38,2020-08-03 15:45:00,5.07,5.07,5.05,5.065,102174,False,False,5.066242344991492,4.899852253061813,4.904504664098085,0.00013117578728105703
39,2020-08-03 16:00:00,5.07,5.08,5.055,5.06,127618,False,False,5.064161563327662,4.903023495575441,4.905125403961965,0.0001265652510076265
40,2020-08-03 16:15:00,5.06,5.06,5.035,5.05,172224,False,False,5.059441042218442,4.90593392140563,4.905703745662716,0.00011790558917912364
41,2020-08-03 16:30:00,5.05,5.055,5.045,5.05,68514,False,False,5.056294028145628,4.9087867150411615,4.906279778614163,0.00011742106358458848
42,2020-08-03 16:45:00,5.06,5.07,5.05,5.07,182492,False,False,5.060862685430418,4.911979057317573,4.906933352352231,0.00013321167311253213
43,2020-08-03 17:00:00,5.06,5.07,5.05,5.065,87778,False,False,5.062241790286946,4.915009174994453,4.907564356933658,0.00012859448786395333
44,2020-08-03 17:15:00,5.065,5.07,5.055,5.065,170246,False,False,5.063161193524632,4.917979290341098,4.908192842534722,0.00012806466820447504
45,2020-08-03 17:30:00,5.07,5.07,5.055,5.06,82942,False,False,5.062107462349755,4.920791581621471,4.908798859131388,0.00012347041286076002
46,2020-08-03 17:45:00,5.06,5.06,5.03,5.04,134114,False,False,5.05473830823317,4.923152144361642,4.909322616180765,0.00010669759841586136
47,2020-08-03 18:00:00,5.04,5.05,5.035,5.05,150356,False,False,5.053158872155446,4.925663983087152,4.909884202543316,0.00011439182275396753
48,2020-08-03 18:15:00,5.05,5.06,5.045,5.05,108306,False,False,5.052105914770298,4.928126082431961,4.910443547044142,0.00011392213700989197
49,2020-08-03 18:30:00,5.055,5.07,5.055,5.055,196094,False,False,5.0530706098468645,4.930638437235288,4.9110206187126275,0.00011751925522784924
50,2020-08-03 18:45:00,5.065,5.07,5.05,5.05,104120,False,False,5.052047073231243,4.9330020325375585,4.911575426621959,0.00011297201791760081
51,2020-08-03 19:00:00,5.05,5.06,5.045,5.055,79614,False,False,5.053031382154162,4.9354178338734505,4.912147979809096,0.00011657220696115188
52,2020-08-03 19:15:00,5.06,5.06,5.04,5.045,226640,False,False,5.0503542547694416,4.937587777757144,4.9126783271950885,0.00010796649208688612
53,2020-08-03 19:30:00,5.045,5.05,5.03,5.04,330362,False,False,5.0469028365129605,4.939615742554032,4.913186597346006,0.00010346090606105918
54,2020-08-03 19:45:00,5.04,5.06,5.04,5.05,567910,False,False,5.047935224341975,4.94180156943415,4.913732758634046,0.00011116233369490305
55,2020-08-04 12:30:00,5.04,5.05,5.04,5.04,21000,False,False,5.045290149561317,4.943746092811691,4.914236819477822,0.00010258206307423023
56,2020-08-04 12:45:00,5.04,5.04,5.03,5.03,6400,False,False,5.040193433040878,4.945454090973836,4.9146989479429815,9.403870471347275e-05
57,2020-08-04 13:00:00,5.04,5.04,5.03,5.03,5400,False,False,5.0367956220272525,4.947128267390196,4.915159231583928,9.36544935552508e-05
58,2020-08-04 13:15:00,5.03,5.03,5.03,5.03,600,False,False,5.034530414684836,4.9487692917983095,4.915617677765231,9.327188799002072e-05
59,2020-08-04 13:30:00,5.04,5.05,5.01,5.03,243488,False,False,5.033020276456559,4.950377820673591,4.9160742938220565,9.289088101605003e-05
60,2020-08-04 13:45:00,5.04,5.08,5.035,5.05,203916,False,False,5.038680184304372,4.952350537095897,4.916608927379652,0.00010875213140471018
61,2020-08-04 14:00:00,5.055,5.095,5.05,5.09,173938,False,False,5.055786789536248,4.95507626903459,4.917301107310274,0.00014078401207906488
62,2020-08-04 14:15:00,5.09,5.1,5.07,5.075,167668,False,False,5.062191193024166,4.957450996380441,4.9179306438080355,0.00012802480141549388
63,2020-08-04 14:30:00,5.075,5.08,5.07,5.08,91798,False,False,5.068127462016111,4.959877709323401,4.918577627265888,0.0001315560353960521
64,2020-08-04 14:45:00,5.075,5.11,5.07,5.11,136770,False,False,5.082084974677408,4.96285042795066,4.919341788434488,0.00015536222593359741
65,2020-08-04 15:00:00,5.11,5.12,5.09,5.11,260332,False,False,5.0913899831182725,4.965764280862528,4.920102899059499,0.000154717980117125
66,2020-08-04 15:15:00,5.11,5.14,5.11,5.12,288254,False,False,5.1009266554121835,4.9688184535187165,4.920900891478423,0.00016219018896479476
67,2020-08-04 15:30:00,5.13,5.14,5.12,5.13,120728,False,False,5.110617770274789,4.972010167310424,4.921735618458548,0.00016962889489846591
68,2020-08-04 15:45:00,5.13,5.14,5.13,5.14,50080,False,False,5.1204118468498585,4.975336698650811,4.922606933354922,0.0001770340717013319
69,2020-08-04 16:00:00,5.14,5.14,5.1,5.11,233764,False,False,5.11694123123324,4.978003298677528,4.923355009469273,0.00015196746855461465
70,2020-08-04 16:15:00,5.105,5.12,5.105,5.12,81012,False,False,5.1179608208221605,4.9808151145453,4.924140019411511,0.00015944613799501184
71,2020-08-04 16:30:00,5.12,5.13,5.115,5.13,62000,False,False,5.121973880548108,4.9837692706929175,4.924961815741206,0.00016689134071223855
72,2020-08-04 16:45:00,5.12,5.13,5.12,5.12,110674,False,False,5.121315920365406,4.986466908897018,4.9257404112871495,0.00015809169188996108
73,2020-08-04 17:00:00,5.12,5.13,5.12,5.125,61840,False,False,5.122543946910271,4.989210138423809,4.926535858747082,0.00016148789694825358
74,2020-08-04 17:15:00,5.13,5.13,5.11,5.115,153136,False,False,5.120029297940182,4.991701026771853,4.927288210608371,0.00015271417540851928
75,2020-08-04 17:30:00,5.115,5.12,5.11,5.11,127886,False,False,5.116686198626788,4.994043580697164,4.928017598989175,0.0001480303870258215
76,2020-08-04 17:45:00,5.11,5.115,5.09,5.09,169628,False,False,5.107790799084526,4.99594370781207,4.9286642353205545,0.0001312163194207017
77,2020-08-04 18:00:00,5.09,5.095,5.09,5.09,88660,False,False,5.101860532723019,4.997806208647473,4.929308290269376,0.0001306753550394113
78,2020-08-04 18:15:00,5.09,5.09,5.07,5.08,190908,False,False,5.094573688482011,4.999433808476237,4.929909853980875,0.00012203815952971377
79,2020-08-04 18:30:00,5.075,5.075,5.04,5.06,471828,False,False,5.083049125654675,5.00063313900146,4.930429175921071,0.00010534106212434223
80,2020-08-04 18:45:00,5.06,5.07,5.05,5.05,91258,False,False,5.072032750436452,5.001610700605392,4.930906504560109,9.681279702156154e-05
81,2020-08-04 19:00:00,5.06,5.08,5.055,5.075,146024,False,False,5.073021833624301,5.003063954058749,4.931481728094799,0.0001166567514834238
82,2020-08-04 19:15:00,5.07,5.11,5.07,5.09,224076,False,False,5.0786812224162015,5.004785459918971,4.932114535567474,0.00012831994673545566
83,2020-08-04 19:30:00,5.09,5.09,5.07,5.09,216796,False,False,5.082454148277467,5.006472876554239,4.932744816862615,0.00012779129328710503
84,2020-08-04 19:45:00,5.09,5.1,5.08,5.09,703220,False,False,5.0849694321849785,5.008126878998708,4.933372582064759,0.0001272648850592084
85,2020-08-05 13:00:00,5.06,5.06,5.06,5.06,1600,False,False,5.076646288123318,5.0091540695135865,4.933878080739152,0.00010246513231737532
86,2020-08-05 13:15:00,5.06,5.06,5.06,5.06,2620,False,False,5.071097525415547,5.010160919622226,4.934381561454764,0.00010204563375348918
87,2020-08-05 13:30:00,5.065,5.08,5.055,5.06,134190,False,False,5.067398350277031,5.011147832104955,4.9348830322673205,0.00010162789527123904
88,2020-08-05 13:45:00,5.06,5.1,5.055,5.095,163486,False,False,5.076598900184688,5.012808271073174,4.935522221759267,0.00012952475018512819
89,2020-08-05 14:00:00,5.09,5.095,5.07,5.07,132232,False,False,5.074399266789793,5.013940780556873,4.936059059197354,0.00010877013899768252
90,2020-08-05 14:15:00,5.075,5.095,5.075,5.09,70510,False,False,5.079599511193195,5.015446903714162,4.936673593891177,0.00012449905611999768
91,2020-08-05 14:30:00,5.09,5.095,5.075,5.085,184812,False,False,5.0813996741287975,5.0168241927495245,4.937265715272849,0.00011994339313914361
92,2020-08-05 14:45:00,5.08,5.09,5.075,5.08,135382,False,False,5.0809331160858635,5.018075198833691,4.93783551281667,0.00011540751028604744
93,2020-08-05 15:00:00,5.08,5.08,5.07,5.075,95846,False,False,5.0789554107239105,5.019202422619164,4.9383830756397575,0.00011089126433372344
94,2020-08-05 15:15:00,5.075,5.09,5.06,5.085,321834,False,False,5.08097027381594,5.020505344943536,4.938968372742992,0.00011851998807488327
95,2020-08-05 15:30:00,5.085,5.1,5.07,5.07,116518,False,False,5.077313515877293,5.021485437122871,4.939491453091324,0.00010590882728034323
96,2020-08-05 15:45:00,5.07,5.08,5.06,5.06,99880,False,False,5.071542343918196,5.0222481017343,4.9399725251348725,9.73930308649784e-05
97,2020-08-05 16:00:00,5.06,5.07,5.06,5.065,118160,False,False,5.069361562612132,5.023094673977185,4.9404716368109804,0.00010103531417815505
98,2020-08-05 16:15:00,5.065,5.07,5.05,5.06,152804,False,False,5.066241041741422,5.02382547251229,4.9409487959454665,9.658169696424856e-05
99,2020-08-05 16:30:00,5.06,5.07,5.055,5.055,175304,False,False,5.062494027827615,5.024442789888285,4.941404090173228,9.214712529237444e-05
100,2020-08-05 16:45:00,5.06,5.06,5.055,5.055,82060,False,False,5.059996018551743,5.025047883157824,4.941857566859165,9.177081607991688e-05
